feature_group,AHP_target_pct,NW_target_pct,difference_pct
Distance,62.53522957299231,70.32375629007701,-7.788526717084707
GI_AHP,22.809986877761062,11.317315535930156,11.492671341830906
Accessibility,7.378589595946376,5.410065463152821,1.9685241327935543
Individual GI indicators,6.550242853691746,10.296025358161948,-3.7457825044702027
Municipality area,0.7259510996085051,2.6528373526780604,-1.9268862530695552
