Village_ID,Village_Name,ml_dominant_muni,ml_dominant_Pij,ahp_dominant_muni,ahp_dominant_Pij,ahp_dominant_dist_m,agreement
10083931,Ajdovščina,Ajdovščina,0.9968391010825105,Ajdovščina,0.9999999689307504,0.0,1
10083940,Batuje,Ajdovščina,0.22709063792114176,Nova Gorica,0.2815038657589581,10097.341200468936,0
10083958,Bela,Ajdovščina,0.13933648939493176,Ajdovščina,0.180690757778924,9661.388617288118,1
10083966,Brje,Ajdovščina,0.2340174702763307,Ajdovščina,0.2673588509932716,9870.5441580959,1
10083974,Budanje,Ajdovščina,0.4479565438928214,Ajdovščina,0.4723059065858466,3751.895718554174,1
10083982,Cesta,Ajdovščina,0.7176626177416078,Ajdovščina,0.8322344880345601,2579.6924625198394,1
10084008,Col,Ajdovščina,0.24968971820505378,Ajdovščina,0.2800361241391946,9016.44949549543,1
10084016,Črniče,Nova Gorica,0.2360148363732128,Nova Gorica,0.3705736534005866,10982.76436056076,1
10084024,Dobravlje,Ajdovščina,0.4892798220796643,Ajdovščina,0.5939355194378868,4713.587281791996,1
10084032,Dolenje,Ajdovščina,0.693548731966508,Ajdovščina,0.787466511103919,2918.7798444639498,1
10084059,Dolga Poljana,Ajdovščina,0.5791100981488008,Ajdovščina,0.6721866391660499,3715.575775991024,1
10084067,Duplje,Ajdovščina,0.4705106531314961,Ajdovščina,0.4815781918980943,3359.6108345715656,1
10084075,Erzelj,Ajdovščina,0.27884725819584216,Ajdovščina,0.33694741561796,8815.768841291594,1
10084083,Gaberje,Ajdovščina,0.28021297541470774,Ajdovščina,0.3391122036694935,8705.558089873604,1
10084091,Goče,Ajdovščina,0.1922588484261474,Ajdovščina,0.2349490499591292,8146.625068474392,1
10084105,Gojače,Ajdovščina,0.25002485904646166,Nova Gorica,0.2773526595593789,9286.307862967247,0
10084113,Gozd,Ajdovščina,0.13882250977330732,Ajdovščina,0.1995355435415187,12352.805307024231,1
10084121,Gradišče pri Vipavi,Vipava,0.3491393760136306,Vipava,0.5438120936244747,2010.078578789122,1
10084130,Grivče,Ajdovščina,0.8266842353415056,Ajdovščina,0.9072537252960192,1874.5505899773557,1
10084148,Kamnje,Ajdovščina,0.3549877491135875,Ajdovščina,0.4103311002304789,6899.366866144773,1
10084156,Kovk,Ajdovščina,0.07357448867415944,Ljubljana,0.1459072059146966,16231.865311387392,0
10084164,Križna Gora,Ajdovščina,0.13731747835583083,Ajdovščina,0.1865973279548101,13010.906407085964,1
10084172,Lokavec,Ajdovščina,0.6968016267838572,Ajdovščina,0.8199013101752002,2798.048405176336,1
10084199,Lozice,Ajdovščina,0.09756729432170431,Postojna,0.139314277094969,9551.545810432564,0
10084202,Lože,Ajdovščina,0.2521218376035994,Vipava,0.2484492290418568,3981.078192012458,0
10084229,Male Žablje,Ajdovščina,0.551107291339247,Ajdovščina,0.6528835236603463,4213.586508859994,1
10084237,Malo Polje,Ajdovščina,0.19623483551796958,Ajdovščina,0.2271680433688538,10987.181889854224,1
10084245,Manče,Ajdovščina,0.23140343515231282,Ajdovščina,0.2304053817121785,4861.252947234613,1
10084253,Nanos,Ajdovščina,0.0458449669807975,Ljubljana,0.1579817598354913,14695.14416929046,0
10084261,Orehovica,Ajdovščina,0.14159246111424925,Ajdovščina,0.1584413147385188,7324.488376322153,1
10084270,Otlica,Ajdovščina,0.06591395418259624,Ljubljana,0.1427545140374808,17338.994357939697,0
10084288,Plače,Ajdovščina,0.5617623388254683,Ajdovščina,0.6703938846760503,4113.260999388529,1
10084296,Planina,Ajdovščina,0.449912383592483,Ajdovščina,0.5833459519761984,5140.459282748175,1
10084300,Podbreg,Ajdovščina,0.12448226527715678,Ajdovščina,0.1447804914875715,8545.665831902055,1
10084318,Podgrič,Ajdovščina,0.11079347062558323,Postojna,0.1340300172776961,9067.757744634877,0
10084326,Podkraj,Ajdovščina,0.12188246445708172,Ljubljana,0.1640235153759426,14128.17831057385,0
10084334,Podnanos,Ajdovščina,0.16345661691596966,Ajdovščina,0.1704709643903895,6592.277948752558,1
10084342,Podraga,Ajdovščina,0.1703160691314659,Ajdovščina,0.1929258592605741,5837.828066411413,1
10084369,Poreče,Ajdovščina,0.16639125996784454,Ajdovščina,0.172171506969541,6513.174057766467,1
10084377,Predmeja,Ajdovščina,0.11313767108595876,Ajdovščina,0.1872662274788529,14364.308422873726,1
10084385,Ravne,Nova Gorica,0.23259136944304537,Nova Gorica,0.3583686046204674,12388.54811574805,1
10084393,Sanabor,Ajdovščina,0.2440421830393841,Ajdovščina,0.2553607741994927,5731.588320497188,1
10084407,Selo,Ajdovščina,0.2410320082312342,Nova Gorica,0.2658984114497772,9584.260126044726,0
10084415,Skrilje,Ajdovščina,0.48061346416589623,Ajdovščina,0.5836640810494695,4851.190328960695,1
10084423,Slap,Ajdovščina,0.3317314229464584,Ajdovščina,0.3213699566186543,4072.061705332109,1
10084431,Šmarje,Ajdovščina,0.28360897115638173,Ajdovščina,0.3309366919853196,8484.663185370426,1
10084440,Stomaž,Ajdovščina,0.4161264488193916,Ajdovščina,0.5553893496520934,5644.430931113247,1
10084458,Tevče,Ajdovščina,0.4914714902105131,Ajdovščina,0.6221513298125888,4642.112136829174,1
10084466,Ustje,Ajdovščina,0.7285613293044695,Ajdovščina,0.8404036212107425,2510.779733184428,1
10084474,Velike Žablje,Ajdovščina,0.38163059589923953,Ajdovščina,0.4837373520459376,6018.155186216693,1
10084482,Vipava,Vipava,0.9978471531593783,Vipava,0.9999997626313512,0.0,1
10084504,Vipavski Križ,Ajdovščina,0.5800688676212995,Ajdovščina,0.7082349328453325,3727.7284471827193,1
10084512,Višnje,Ajdovščina,0.19713155268057658,Ajdovščina,0.2108737037938271,10914.468271551965,1
10084539,Vodice,Ajdovščina,0.06922236731104846,Ljubljana,0.1651268361341596,16363.207567192409,0
10084547,Vrhpolje,Ajdovščina,0.34308636244243906,Vipava,0.4560982181976007,2157.418124464032,0
10084555,Vrtovče,Ajdovščina,0.35502637320768604,Ajdovščina,0.4338876762703874,6795.0867594587335,1
10084563,Vrtovin,Ajdovščina,0.28750911582310307,Ajdovščina,0.3039624424111818,8445.5007461783,1
10084571,Zavino,Ajdovščina,0.22724875344275472,Ajdovščina,0.2533168734348968,10199.36415127851,1
10084580,Zemono,Vipava,0.40952028580273014,Vipava,0.6288585938593021,1466.0937657455074,1
10084598,Žapuže,Ajdovščina,0.8289056799562041,Ajdovščina,0.904143243749042,1795.102609273133,1
10084601,Potoče,Ajdovščina,0.34621420221975235,Ajdovščina,0.4127703582548285,6588.94093470891,1
10084610,Malovše,Ajdovščina,0.2410606495169542,Nova Gorica,0.2957906502054684,9811.876358345104,0
10084628,Hrašče,Ajdovščina,0.14111285774546967,Ajdovščina,0.1574601205004533,7285.897759300607,1
10084636,Žagolič,Ajdovščina,0.22580122298111083,Ajdovščina,0.2465997039203452,10226.361137566792,1
10084644,Kožmani,Ajdovščina,0.7932455397741118,Ajdovščina,0.8513731826262729,2279.626195589381,1
10084652,Arnovo selo,Brežice,0.4794928000523935,Brežice,0.4636636147867191,7107.389419921054,1
10084679,Artiče,Brežice,0.515748862184864,Brežice,0.5331216829698944,6286.100847011818,1
10084687,Bizeljska vas,Brežice,0.08016663502384297,Brežice,0.1348903917051234,4647.061268016368,1
10084695,Bizeljsko,Brežice,0.08823417414844487,Brežice,0.1909336009878944,6686.695607767492,1
10084709,Blatno,Brežice,0.26699703294836813,Brežice,0.3880975392362524,10209.068326005943,1
10084717,Bojsno,Brežice,0.19593397956734837,Brežice,0.3383632428347997,11719.363918619216,1
10084725,Boršt,Brežice,0.6434283682315156,Brežice,0.7100097611896715,4871.618454461936,1
10084733,Bračna vas,Brežice,0.09966362931760912,Brežice,0.1954806999258534,8163.436912188904,1
10084741,Slovenska vas,Brežice,0.16697957721851214,Brežice,0.3926630283575494,12759.85458309044,1
10084750,Brezje pri Bojsnem,Brežice,0.1729005507260279,Brežice,0.3255287232283458,12147.613034595484,1
10084768,Brezje pri Veliki Dolini,Brežice,0.17611316890781692,Brežice,0.4183679002691538,11922.090008734638,1
10084776,Brezovica na Bizeljskem,Brežice,0.06239735655990507,Brežice,0.2295368902541097,8451.20022083486,1
10084784,Brežice,Brežice,0.9934372933019477,Brežice,0.9999999830307966,0.0,1
10084792,Brvi,Brežice,0.39905478379496195,Brežice,0.4992385391839992,8062.826708900283,1
10084806,Bukošek,Brežice,0.6766734411310913,Brežice,0.776649536599752,4403.912202437857,1
10084814,Bukovje,Brežice,0.08291101966591191,Brežice,0.1479916048455897,5286.835565565378,1
10084822,Bušeča vas,Brežice,0.3482684846113443,Brežice,0.4565196273104291,8386.179359114723,1
10084849,Cerina,Brežice,0.6434264702096822,Brežice,0.7869423670460721,4480.5275465955065,1
10084857,Cerklje ob Krki,Brežice,0.49045316900774993,Brežice,0.5168596632325461,6989.114878694896,1
10084865,Cirnik,Brežice,0.30396852354433507,Brežice,0.4985503210505936,9737.801012842476,1
10084873,Cundrovec,Brežice,0.8428973938872798,Brežice,0.8886397532728106,2718.247479634409,1
10084881,Curnovec,Brežice,0.4198350391574607,Brežice,0.4917452689645082,7765.262116574629,1
10084890,Čatež ob Savi,Brežice,0.868916713786695,Brežice,0.9106367071184244,2508.027670364867,1
10084903,Čedem,Brežice,0.1664933407944827,Brežice,0.3469929693183223,12740.143466937972,1
10084911,Črešnjice pri Cerkljah,Brežice,0.3955640820572811,Brežice,0.4188280583344501,8168.4627344801775,1
10084920,Dečno selo,Brežice,0.5679637235260749,Brežice,0.5921596352212083,5997.333842395765,1
10084938,Dednja vas,Brežice,0.1912668473398291,Brežice,0.3369510593686198,11784.991395061195,1
10084946,Dobeno,Brežice,0.5132427136277595,Brežice,0.6669154595316906,6347.772193112542,1
10084954,Dobova,Brežice,0.5586324768090403,Brežice,0.6753708591275998,6053.350703479631,1
10084962,Dolenja Pirošica,Brežice,0.4868411695309834,Brežice,0.5340448730995897,7064.609751276817,1
10084989,Dolenje Skopice,Brežice,0.6434283682315156,Brežice,0.6752909835357747,4903.55331686476,1
10084997,Dramlja,Brežice,0.1714145243054893,Brežice,0.3342735140314282,12175.345020400488,1
10085004,Drenovec pri Bukovju,Brežice,0.08472741769022207,Brežice,0.1780810639386307,8090.355315640309,1
10085012,Dvorce,Brežice,0.8198189323253355,Brežice,0.8721612828262586,3184.4394753227075,1
10085039,Gabrje pri Dobovi,Brežice,0.6378872745840877,Brežice,0.7130470455085097,5462.289205609656,1
10085047,Gaj,Brežice,0.31381195238016113,Brežice,0.5199146788926369,9238.924490824846,1
10085055,Gazice,Brežice,0.3153609166493632,Brežice,0.402168914728756,9117.835629266923,1
10085063,Globočice,Brežice,0.4957816522166768,Brežice,0.6320002285852756,6493.081420317567,1
10085071,Globoko,Brežice,0.4198350391574607,Brežice,0.5008368191012751,7778.227972075887,1
10085080,Glogov Brod,Brežice,0.6434283682315156,Brežice,0.689742966705751,4872.462806517245,1
10085098,Gorenja Pirošica,Brežice,0.43611372211775096,Brežice,0.5372054336805829,7328.463056266249,1
10085101,Gorenje Skopice,Brežice,0.6397832911069375,Brežice,0.6309028639965741,5299.375522088891,1
10085110,Gornji Lenart,Brežice,0.7172774324010899,Brežice,0.7481822203343826,3999.355064843496,1
10085128,Gregovce,Brežice,0.10691428415418289,Brežice,0.2598690942624902,10180.151691775798,1
10085136,Hrastje pri Cerkljah,Krško,0.3112861400706355,Brežice,0.325085542295049,9356.543196892144,0
10085144,Izvir,Brežice,0.26699703294836813,Brežice,0.4200669603094283,10271.761125414929,1
10085152,Jereslavec,Brežice,0.20901859433200823,Brežice,0.3855056178426437,11360.865341564167,1
10085179,Jesenice,Brežice,0.27039322925311726,Brežice,0.4815441385674126,10158.084864094177,1
10085187,Kamence,Brežice,0.1736176496926146,Brežice,0.3670314988310147,11984.285655652024,1
10085195,Kapele,Brežice,0.31417600141775354,Brežice,0.4710999009573768,9191.64157400545,1
10085209,Koritno,Brežice,0.17317852453294472,Brežice,0.4142398066687303,12051.238189131129,1
10085217,Kraška vas,Brežice,0.42322051849913306,Brežice,0.5416103940199853,7714.376585514199,1
10085225,Križe,Krško,0.1580144847826808,Krško,0.2309505710586757,10315.502680131274,1
10085233,Krška vas,Brežice,0.8242809124943129,Brežice,0.8700290136044271,2943.736190209298,1
10085241,Laze,Brežice,0.17153944443111563,Brežice,0.4077414614137929,12258.57147769024,1
10085250,Loče,Brežice,0.42315878635065984,Brežice,0.5969144634604888,7470.290944363991,1
10085268,Mala Dolina,Brežice,0.3099361532555868,Brežice,0.5087358614072558,9496.374085373896,1
10085276,Mali Cirnik,Brežice,0.08840296069640488,Brežice,0.2916729104709767,17137.59245876299,1
10085284,Mali Obrež,Brežice,0.5031042038301653,Brežice,0.6493888367722842,6421.424938603778,1
10085292,Mali Vrh,Brežice,0.34376919316141097,Brežice,0.4608112420153025,8594.002261044609,1
10085306,Mihalovec,Brežice,0.515748862184864,Brežice,0.6649076849476427,6297.10074006118,1
10085314,Mostec,Brežice,0.7686160089607419,Brežice,0.8456635580743079,3596.397408594492,1
10085322,Mrzlava vas,Brežice,0.6416261894446932,Brežice,0.7303912415778784,5023.263865974155,1
10085349,Nova vas ob Sotli,Krško,0.06213933937277314,Brežice,0.2154763275783326,8281.590110913727,0
10085357,Nova vas pri Mokricah,Brežice,0.24580436288063254,Brežice,0.4556195614663801,10837.433285554584,1
10085365,Obrežje,Brežice,0.21434367422817993,Brežice,0.4413734543234888,11237.432863885086,1
10085373,Oklukova Gora,Krško,0.3123967104068914,Krško,0.3386036676442104,9566.512836414086,1
10085381,Orešje na Bizeljskem,Brežice,0.06987361622393924,Brežice,0.123651784519313,4772.28405609913,1
10085390,Pavlova vas,Brežice,0.1522980331567737,Brežice,0.2618440832541422,13249.035004460788,1
10085403,Pečice,Krško,0.15460952286897292,Krško,0.2291852336543728,10840.110368108431,1
10085411,Perišče,Brežice,0.1987621036622535,Brežice,0.4321870472564649,11503.43784330782,1
10085420,Piršenbreg,Brežice,0.2455275036858995,Brežice,0.3761970906180453,10765.342289325466,1
10085438,Pišece,Brežice,0.14382319366608504,Brežice,0.2696096908678344,11706.744453260952,1
10085446,Podgorje pri Pišecah,Brežice,0.11433568088547189,Brežice,0.2522252739007547,10972.182654930582,1
10085454,Podgračeno,Brežice,0.4868411695309834,Brežice,0.6280039754200012,7067.440186530185,1
10085462,Podvinje,Brežice,0.3353139941318888,Brežice,0.49054617843774,8936.826318696189,1
10085489,Ponikve,Brežice,0.15874957956045613,Brežice,0.3875679380248415,12936.046697439451,1
10085497,Poštena vas,Brežice,0.3392746461015509,Brežice,0.4487003202447003,8897.746672004261,1
10085519,Prilipe,Brežice,0.6416261894446932,Brežice,0.7513167389616242,5030.393406417771,1
10085527,Račja vas,Brežice,0.6313442579346952,Brežice,0.6537819695591411,5619.9796323860655,1
10085535,Rajec,Brežice,0.19817924514645058,Brežice,0.4320280662534105,11508.139181224931,1
10085543,Rakovec,Brežice,0.22537547538828392,Brežice,0.4057184904189622,11067.826097650071,1
10085551,Ribnica,Brežice,0.34374693878289647,Brežice,0.5427340620925919,8735.77690536425,1
10085560,Rigonce,Brežice,0.3523358552574173,Brežice,0.5517083161760445,8329.835785165807,1
10085578,Sela pri Dobovi,Brežice,0.800784565329687,Brežice,0.8536372162057014,3388.199117375113,1
10085586,Silovec,Brežice,0.21195256596939874,Brežice,0.3019982462775399,11281.721307938698,1
10085594,Slogonsko,Brežice,0.175838227570986,Brežice,0.3612916038401342,11881.602545593572,1
10085608,Sobenja vas,Brežice,0.4926976316022305,Brežice,0.6117344198180764,6900.643127590846,1
10085616,Spodnja Pohanca,Brežice,0.6146357804743916,Brežice,0.5167284341272014,5784.168172077341,1
10085624,Sromlje,Brežice,0.24432677677274517,Brežice,0.3030043086424993,10963.454562402603,1
10085632,Stankovo,Brežice,0.4957816522166768,Brežice,0.6176729170840942,6485.353194651972,1
10085659,Stara vas-Bizeljsko,Brežice,0.14451957348430347,Brežice,0.2814958064530332,9949.782453162838,1
10085667,Stojanski Vrh,Brežice,0.34374693878289647,Brežice,0.4687301808709678,8745.75003442986,1
10085675,Trebež,Brežice,0.7024918158128968,Brežice,0.7174398227475561,4169.633930456681,1
10085683,Velika Dolina,Brežice,0.2572364695666653,Brežice,0.4669928854306798,10532.04771471588,1
10085691,Velike Malence,Brežice,0.7694305408111656,Brežice,0.8305812442975045,3557.327138977724,1
10085705,Veliki Obrež,Brežice,0.4702853532837509,Brežice,0.6076982840903081,7144.928667135842,1
10085713,Vinji Vrh,Brežice,0.2520492844875866,Brežice,0.3732776995137019,9635.716506533789,1
10085721,Vitna vas,Brežice,0.09065511568574307,Brežice,0.2429259828051657,10338.383748869604,1
10085730,Volčje,Brežice,0.30396852354433507,Brežice,0.3195192991726124,9722.744268807262,1
10085748,Vrhje,Brežice,0.214042151920265,Brežice,0.3818901023276261,11204.922629798208,1
10085756,Vrhovska vas,Brežice,0.28588145557845535,Brežice,0.3935853345867221,8426.423513801841,1
10085764,Zasap,Brežice,0.3449431191686789,Brežice,0.3834153894628618,8557.997314724218,1
10085772,Zgornja Pohanca,Krško,0.26645845715315436,Krško,0.3177622354738093,10416.547823622355,1
10085799,Zgornji Obrež,Brežice,0.6397832911069375,Brežice,0.564133398477095,5320.531918594355,1
10085802,Žejno,Brežice,0.5679637235260749,Brežice,0.6720274822178962,6003.76621628456,1
10085829,Župeča vas,Brežice,0.5114508061581373,Brežice,0.5788170532724078,6402.072162602302,1
10085837,Župelevec,Brežice,0.26173937752930887,Brežice,0.3995620823033268,10340.194284492398,1
10085845,Dolenja vas pri Artičah,Brežice,0.4957816522166768,Brežice,0.4422850485043418,6497.361849832597,1
10085853,Arclin,Celje,0.4597877629193992,Celje,0.5244197268540176,2341.1694370319256,1
10085861,Beli Potok pri Frankolovem,Slovenske Konjice,0.29521414470179635,Celje,0.1692392658662715,7413.80752742402,0
10085870,Bezenškovo Bukovje,Slovenske Konjice,0.19951990603402905,Celje,0.2193879577344655,5998.750435180323,0
10085888,Bezovica,Celje,0.28849123849755826,Celje,0.2940045078713869,5545.262995133979,1
10085896,Bovše,Celje,0.2554582013767434,Celje,0.3404859117051775,6473.766501377162,1
10085900,Brdce,Slovenske Konjice,0.2588567240399589,Celje,0.1924355590075809,7228.04726884576,0
10085918,Brdce nad Dobrno,Velenje,0.14042636294392946,Celje,0.1308439415844796,6657.683184928386,0
10085926,Brezova,Celje,0.30459056481239505,Celje,0.4326079555638689,3990.079075786611,1
10085934,Bukovžlak,Celje,0.6519432785717796,Celje,0.6622810078890948,2436.975505639165,1
10085942,Celje,Celje,0.9956463045443463,Celje,0.9999999764285228,0.0,1
10085969,Čreškova,Celje,0.16905877935056995,Celje,0.1920888849428215,4604.08975650196,1
10085977,Črešnjevec,Celje,0.21391877332104334,Celje,0.2572675390945743,6331.860211899108,1
10085985,Črešnjice,Slovenske Konjice,0.24714737033581988,Celje,0.1848714843703359,7583.848061800524,0
10085993,Dobrna,Dobrna,0.9988069746881516,Dobrna,0.999997611232907,0.0,1
10086019,Dol pod Gojko,Slovenske Konjice,0.21490428666770703,Celje,0.2079750242854995,6307.7145033265215,0
10086027,Frankolovo,Celje,0.24307158937487702,Celje,0.261923743652103,4594.947077474228,1
10086035,Gabrovec pri Dramljah,Celje,0.21116205192868126,Celje,0.2706864245331878,6365.019906552599,1
10086043,Glinsko,Celje,0.2544132648074525,Celje,0.3469863678132497,7365.21066131549,1
10086051,Globoče,Celje,0.28251011508297763,Celje,0.2903985816401286,2926.145881660308,1
10086060,Gorica pri Šmartnem,Celje,0.49517303264298507,Celje,0.5744398468159838,6148.735494065291,1
10086078,Gradišče pri Vojniku,Celje,0.2842344789546392,Celje,0.3253340852494248,7205.626845819518,1
10086086,Homec,Celje,0.19805793617140174,Celje,0.2268532122509292,4125.154806655557,1
10086094,Hrastnik,Celje,0.17443896327335076,Celje,0.2061915394174222,11406.049787084869,1
10086108,Hrenova,Celje,0.21535249667634593,Celje,0.2392459720234831,4639.021432224186,1
10086116,Ilovca,Celje,0.27138496856635896,Celje,0.2876282781592723,3676.930241020652,1
10086124,Ivenca,Celje,0.2546710540687754,Celje,0.2906851977218701,1801.0739689741977,1
10086132,Jankova,Celje,0.28773718713849533,Celje,0.281133700642457,4080.687487273602,1
10086159,Javornik,Celje,0.25453613085883137,Celje,0.3719445260233391,5618.129475066402,1
10086167,Jezerce pri Šmartnem,Celje,0.25310580871412014,Celje,0.3794043434627523,7617.510666956229,1
10086175,Kanjuce,Celje,0.20679146940721957,Celje,0.263147089770152,9604.134628187936,1
10086183,Kladnart,Celje,0.19905612495308944,Celje,0.2442311331220081,7313.701765636964,1
10086191,Klanc,Celje,0.1339394812989391,Velenje,0.1523168226553682,2235.401221001871,0
10086205,Koblek,Celje,0.2603541545765344,Celje,0.3719835637345455,3658.610596872384,1
10086213,Kompole,Celje,0.40399250924588165,Celje,0.4351638171330151,2612.054069766758,1
10086221,Konjsko,Celje,0.2644752990489325,Celje,0.3452888122238174,2276.877658673706,1
10086230,Košnica pri Celju,Celje,0.6657639744615109,Celje,0.8033605536098972,3695.651592675069,1
10086248,Lahovna,Celje,0.6449594066718205,Celje,0.7434647011468649,4362.542400209852,1
10086256,Landek,Celje,0.1531399975878092,Celje,0.2204839986003235,4339.331247616348,1
10086264,Laška vas pri Štorah,Celje,0.46062927316422614,Celje,0.4692483823770227,2238.790287829682,1
10086272,Lemberg pri Novi Cerkvi,Celje,0.2006355100567279,Celje,0.2231075643114754,3592.150554649077,1
10086299,Leskovec,Celje,0.5783393693243193,Celje,0.5857874052334155,5615.093275608083,1
10086302,Lešje,Celje,0.3818375773971266,Celje,0.4952134775039121,2859.387740212047,1
10086329,Lindek,Slovenske Konjice,0.24531439674108568,Slovenske Konjice,0.1522930584448469,8740.55086731881,1
10086337,Lipa pri Frankolovem,Slovenske Konjice,0.2243367059757625,Celje,0.1639146846621396,8658.450596030649,0
10086345,Lipovec pri Škofji vasi,Celje,0.3345624003132787,Celje,0.4593902308570798,6440.440883191503,1
10086353,Ljubečna,Celje,0.40900445693990173,Celje,0.5183631855471282,5207.08811320747,1
10086361,Loče,Celje,0.37400500773954737,Celje,0.535389428474247,5498.961036499768,1
10086370,Loka pri Dobrni,Velenje,0.13631082038669426,Velenje,0.1782856925858114,2987.648246460083,1
10086388,Lokovina,Velenje,0.25210098425401234,Velenje,0.2353223833188434,2235.205040993664,1
10086396,Lokrovec,Celje,0.6650603817290945,Celje,0.777824342323574,3838.651818746914,1
10086400,Lopata,Celje,0.6043960309466844,Celje,0.649627284766312,5106.050461231812,1
10086418,Male Dole,Celje,0.19651940402694515,Celje,0.2568779925365069,5987.879031278654,1
10086426,Medlog,Celje,0.6650603817290945,Celje,0.7499246231351389,3810.918859281677,1
10086434,Novake,Celje,0.17017859412507425,Celje,0.2116751413427865,8130.27621016774,1
10086442,Ogorevc,Šentjur,0.45895187863773357,Celje,0.395943098607106,3257.117765838216,0
10086469,Osenca,Celje,0.6051933518894753,Celje,0.668187803887404,4215.126513784799,1
10086477,Otemna,Celje,0.2798876795319011,Celje,0.428811709034095,6304.211921033186,1
10086485,Parož,Velenje,0.11526435770165737,Velenje,0.1456455311055207,4765.513445846777,1
10086493,Pečovje,Celje,0.475707589483808,Celje,0.5131883521245283,2584.3976449043835,1
10086507,Pečovnik,Celje,0.6449594066718205,Celje,0.7618873241165587,4406.570125305479,1
10086515,Pepelno,Celje,0.25693394678244663,Celje,0.3829471403450559,7547.888128164913,1
10086523,Podgorje pod Čerinom,Slovenske Konjice,0.22070616864268738,Celje,0.1983721826729553,6969.684921145485,0
10086531,Polže,Celje,0.23876652899605744,Celje,0.2761684975860824,4242.371572009786,1
10086540,Prekorje,Celje,0.6043960309466844,Celje,0.6787459731817261,4904.143938140307,1
10086558,Pristava,Celje,0.27855158434903693,Celje,0.3960057346574488,3691.263647345611,1
10086566,Pristova,Velenje,0.20075283650626333,Velenje,0.1920286297057739,1893.2487391568989,1
10086574,Prožinska vas,Šentjur,0.33051361490191455,Celje,0.4091404972764853,4102.774986128563,0
10086582,Rakova Steza,Celje,0.21134629574190356,Celje,0.2368225010263351,5588.223648172807,1
10086604,Razdelj,Celje,0.24038271908934938,Celje,0.2777346801328965,4227.13736074817,1
10086612,Razgor,Celje,0.2644752990489325,Celje,0.3841399258449797,5520.016219708467,1
10086639,Razgorce,Celje,0.20361239906306283,Celje,0.2465651905691237,5922.481139601902,1
10086647,Rove,Celje,0.21388742938878275,Celje,0.232974863760626,5617.493356236481,1
10086655,Rožni Vrh,Celje,0.26005980508473453,Celje,0.4151724078246345,6786.606572906083,1
10086663,Runtole,Celje,0.5828763161367467,Celje,0.6216569568384593,4078.827055788051,1
10086671,Rupe,Celje,0.25310580871412014,Celje,0.3711028468829735,7080.510652943326,1
10086680,Selce,Celje,0.13823882255843037,Celje,0.1774356451722011,6521.789690670263,1
10086698,Slance,Celje,0.6785436796550763,Celje,0.6769945741715439,1861.949791127019,1
10086701,Slatina v Rožni dolini,Celje,0.38028087259682697,Celje,0.5245926378083742,7259.066525163301,1
10086710,Socka,Celje,0.1693338988873025,Celje,0.2026481948365074,4723.849136799011,1
10086728,Straža pri Dolu,Slovenske Konjice,0.14594682970442238,Celje,0.1826261307269085,8111.441618134046,0
10086736,Straža pri Novi Cerkvi,Celje,0.17392840248722366,Celje,0.20113820252184,5719.861183097147,1
10086744,Stražica,Celje,0.21487197672409228,Celje,0.2328492905568996,5524.32697162059,1
10086752,Strmec nad Dobrno,Velenje,0.1310345597959296,Velenje,0.1788435766391968,6134.100685792345,1
10086779,Nova Cerkev,Celje,0.2709907333178359,Celje,0.2960886500325444,3383.3995880522352,1
10086787,Svetina,Celje,0.28483301141869644,Celje,0.295980568657299,7972.520632384841,1
10086795,Svetli Dol,Celje,0.2872961656549067,Celje,0.3235802319408216,7705.146066429594,1
10086809,Šentjanž nad Štorami,Celje,0.3233960974272552,Celje,0.4293920955267258,3567.646681189533,1
10086817,Škofja vas,Celje,0.6043960309466844,Celje,0.6577805092762191,3427.825149454234,1
10086825,Šmarjeta pri Celju,Celje,0.6634439983842063,Celje,0.7548385521161999,4041.875010551596,1
10086833,Šmartno v Rožni dolini,Celje,0.312023171097904,Celje,0.4706073014808633,5951.390635478635,1
10086841,Šmiklavž pri Škofji vasi,Celje,0.31931924732566674,Celje,0.4620491702178897,4971.241132197971,1
10086850,Štore,Štore,0.9930226368966801,Štore,0.9999987084998864,0.0,1
10086868,Teharje,Celje,0.7400343738734162,Celje,0.6418397450796868,1311.2533838082454,1
10086876,Tomaž nad Vojnikom,Celje,0.2598891604033201,Celje,0.347739125447305,2325.276046242011,1
10086884,Tremerje,Celje,0.6011766635679382,Celje,0.660389804564486,5171.460180873059,1
10086892,Trnovlje pri Celju,Celje,0.6669358868293603,Celje,0.7564904482677628,3919.894927223172,1
10086906,Trnovlje pri Socki,Celje,0.17583098639207206,Celje,0.1940052552671835,5808.273384264248,1
10086914,Velika Raven,Velenje,0.14552390061515583,Celje,0.1900628201520923,7073.823597095669,0
10086922,Verpete,Slovenske Konjice,0.2760536917749208,Celje,0.1941637229797986,6234.492397406852,0
10086949,Vine,Celje,0.17698796079183032,Celje,0.1971472320088147,3283.912512992143,1
10086957,Vinska Gorica,Dobrna,0.1893104484542419,Velenje,0.1714387739959348,1653.9681926289295,0
10086965,Višnja vas,Celje,0.2601315828995373,Celje,0.299325443543414,2031.080414027868,1
10086973,Vizore,Celje,0.20724830674210273,Celje,0.2639346442762602,4759.871964649848,1
10086981,Vojnik,Vojnik,0.9933022632202223,Vojnik,0.9999987635459706,0.0,1
10086990,Vrba,Dobrna,0.3702693842962109,Dobrna,0.2827700534373956,1039.0699289283075,1
