GI_scenario,min,max,mean,std
GI_Final_NotWeighted,0.000993939082859858,1.0,0.04370668531354839,0.08394608570809764
GI_AHP,0.0002346572499539312,1.0000000009999999,0.0387567269727292,0.08839208348089468
