Village_ID,Village_Name,euclidean_dominant_muni,euclidean_dominant_Pij,euclidean_dominant_dist_m,network_dominant_muni,network_dominant_Pij,network_dominant_dist_m,agreement,SIFRA,home_region
10127637,Črna na Koroškem,Črna na Koroškem,1.0,0.0,Črna na Koroškem,0.9999998646805548,0.0,1,16,Črna na Koroškem
10110084,Ljubljana,Ljubljana,1.0,0.0,Ljubljana,0.999999995608014,0.0,1,61,Ljubljana
10104505,Kalce,Krško,0.5326541416046136,5069.299754403955,Krško,0.4103603833115704,8701.792668562462,1,54,Krško
10104262,Gorenja Lepa vas,Krško,0.5990044005412388,4428.859898438875,Krško,0.4327381229983874,8395.28838438458,1,54,Krško
10133335,Mostečno,Slovenska Bistrica,0.13855878817110281,9097.51180268539,Ptuj,0.1615531698384029,2791.389550140693,0,198,Makole
10124824,Medvedce,Ptuj,0.1747808637598394,14358.47484937032,Ptuj,0.2130750520136943,4083.5839235760086,1,69,Majšperk
10123160,Gorenje,Postojna,0.3567310459386333,8127.302196916268,Postojna,0.4358472918348845,9309.818607783449,1,94,Postojna
10088470,Zavrh,Ljubljana,0.30555035463936825,24883.89037108145,Ljubljana,0.3031630910459569,8148.186911503358,1,150,Bloke
10090431,Zastava,Črnomelj,0.7251296348873777,3401.249770305027,Črnomelj,0.6693987296711479,5230.310306384454,1,17,Črnomelj
10089514,Mihelja vas,Črnomelj,0.46887919823820123,5284.9314092048535,Črnomelj,0.5247932570992879,5653.067694980449,1,17,Črnomelj
10112915,Škrlovica,Ljubljana,0.20264299279308817,29413.881093796514,Ljubljana,0.2726679646275024,4859.988195172763,1,134,Velike Lašče
10128439,Junčje,Ljubljana,0.21020883768828383,29906.339478445036,Ljubljana,0.2603025959948765,5163.528812387917,1,104,Ribnica
10090920,Jasen,Ljubljana,0.220992824353158,18980.937832467604,Ljubljana,0.3105634081296837,5000.161275779923,1,23,Domžale
10125901,Zgornja Hajdina,Hajdina,1.0,0.0,Hajdina,0.9999979431744752,0.0,1,159,Hajdina
10088461,Zales,Ljubljana,0.2845226450584442,25637.761212711222,Ljubljana,0.2500779446199276,8796.937785221135,1,150,Bloke
10119022,Dolenjske Toplice,Dolenjske Toplice,1.0,0.0,Dolenjske Toplice,0.9999997918957906,0.0,1,157,Dolenjske Toplice
10122996,Parecag,Koper,0.35913607550870486,10069.359463242932,Piran,0.3301899372954892,8623.082188764352,0,90,Piran
10125910,Zgornja Pristava,Ptuj,0.4372236161518535,8174.717120488023,Ptuj,0.4212371882166827,6209.304862001796,1,135,Videm
10146054,Tirna,Litija,0.20565349929488605,7982.2804385714235,Ljubljana,0.1659630771858657,10614.417571783606,0,142,Zagorje ob Savi
10145490,Dolenja vas,Zagorje ob Savi,0.8785198256605073,830.0602387778853,Zagorje ob Savi,0.8047538620307204,1571.597292335204,1,142,Zagorje ob Savi
10147913,Radizel,Maribor,0.3357470874472372,10086.9588082831,Maribor,0.3783933417523871,3391.621474554135,1,160,Hoče-Slivnica
10139058,Kristan Vrh,Rogaška Slatina,0.5177641107255443,3994.3711645264016,Rogaška Slatina,0.4477542655047298,5736.830107038371,1,124,Šmarje pri Jelšah
10117232,Deskle,Nova Gorica,0.3658891236639776,11085.60151728358,Nova Gorica,0.3407341970595774,4842.401974962773,1,44,Kanal
10140951,Ljubinj,Tolmin,0.7279913832190287,3578.435412299627,Tolmin,0.725127831336215,5414.627017344138,1,128,Tolmin
10092558,Trbonje,Dravograd,0.18355773576205098,5978.135160733655,Muta,0.2153915256107053,5580.68897302286,0,25,Dravograd
10123879,Biš,Ptuj,0.15912226815021638,13371.38754954025,Ptuj,0.226681626921395,3510.240324410041,1,185,Trnovska vas
10140307,Zgornje Negonje,Rogaška Slatina,0.519853443699671,4207.386362101774,Rogaška Slatina,0.4321488118354963,7161.704000668957,1,106,Rogaška Slatina
10123925,Bratislavci,Juršinci,0.24288504026440877,3740.0534755535245,Ptuj,0.2426598153723519,4931.469251720485,0,24,Dornava
10128960,Zamostec,Sodražica,0.6154796096604025,1047.493198068608,Sodražica,0.6104091925743811,1316.6917162374325,1,179,Sodražica
10105145,Ravno,Krško,0.1824929036397002,11541.157697562234,Krško,0.1998409190675267,8060.976529261131,1,54,Krško
10110815,Spodnja Senica,Medvode,0.31040170305157766,2394.013366712893,Ljubljana,0.3666407584964499,3067.0886180360308,0,71,Medvode
10110700,Polje pri Vodicah,Ljubljana,0.4315512423780374,12343.853571717384,Ljubljana,0.4618742806948496,3163.1661289318745,1,138,Vodice
10110785,Skaručna,Ljubljana,0.49229201113237453,11474.808974444846,Ljubljana,0.5570799044586884,4153.744969613556,1,138,Vodice
10146836,Podvrh,Velenje,0.13948752057605537,9656.673392012386,Velenje,0.1388381782804382,3193.24756921251,1,151,Braslovče
10146569,Liboje,Celje,0.41873460794455125,5952.428076003943,Celje,0.4139269930743822,6852.507412770445,1,190,Žalec
10117372,Gradišče nad Prvačino,Renče-Vogrsko,0.3074788174498254,2761.2316092642427,Nova Gorica,0.2772500761744029,4943.51954486474,0,84,Nova Gorica
10111773,Kamnik pod Krimom,Ljubljana,0.4933270052186649,13010.518821323,Ljubljana,0.5318000009045726,6704.439806972663,1,8,Brezovica
10141842,Arčelca,Ljubljana,0.14325285585141473,36672.46843341746,Ljubljana,0.1747012313781378,6673.375918672992,1,130,Trebnje
10089565,Močile,Črnomelj,0.21477902927413067,12326.138892613533,Črnomelj,0.1910542518005803,16670.467152577614,1,17,Črnomelj
10136628,Dorfarje,Kranj,0.3494223038680524,5935.722365474989,Kranj,0.3219932696468391,3892.510158178616,1,122,Škofja Loka
10113628,Moravci v Slov. goricah,Ptuj,0.16808662733539464,16909.652302753006,Ptuj,0.1786211494935734,6298.504377001534,1,63,Ljutomer
10137314,Opale,Ljubljana,0.20385463342200402,29020.917990304857,Ljubljana,0.2743593669955237,5922.377093987428,1,147,Žiri
10137462,Poljane nad Škofjo Loko,Ljubljana,0.23383966340402323,25918.181668473582,Ljubljana,0.2394539188207252,3722.382459617577,1,27,Gorenja vas-Poljane
10138272,Žirovski Vrh Sv. Antona,Gorenja vas-Poljane,0.24624525093320324,2660.3007348794235,Gorenja vas-Poljane,0.2018058135438454,4323.589486203095,1,27,Gorenja vas-Poljane
10135567,Ostrožno pri Ponikvi - del,Šmarje pri Jelšah,0.18033687252790725,5234.166600329034,Šentjur,0.1238587020594267,8805.893765763481,0,120,Šentjur
10135257,Grušce,Slovenske Konjice,0.28691651097151283,5134.417298973663,Celje,0.1664908800234603,10350.88978905233,0,120,Šentjur
10145848,Potoška vas,Trbovlje,0.4769586860312162,2795.37135279018,Zagorje ob Savi,0.3822718943415046,3838.780553258363,0,142,Zagorje ob Savi
10139511,Pristava pri Mestinju,Rogaška Slatina,0.40144375431909307,5128.477454371814,Rogaška Slatina,0.3210110408952115,5554.215880562483,1,92,Podčetrtek
10130573,Coljava,Komen,0.21306759691344343,2917.2761268004783,Sežana,0.1997215632283122,4712.82551808574,0,49,Komen
10147824,Pivola,Maribor,0.4720908095199299,6650.597116049054,Hoče-Slivnica,0.4212458438241522,2083.905707007495,0,160,Hoče-Slivnica
10148251,Zgornji Duplek,Maribor,0.3435291344608783,9022.150519693185,Maribor,0.4681929860707146,1916.524956871058,1,26,Duplek
10115663,Bukovnica,Murska Sobota,0.2519830939456195,12774.25618186828,Murska Sobota,0.2645165384894565,5822.092235954675,1,78,Moravske Toplice
10122082,Cvetkovci,Ormož,0.23778632448014067,6457.445315293038,Ormož,0.2496745705885939,4767.894473328959,1,87,Ormož
10096324,Godovič,Idrija,0.23987866112547618,6137.553339890416,Ljubljana,0.2020960704636764,10507.760710900431,0,36,Idrija
10100313,Nemška Loka,Črnomelj,0.18734064477129816,11841.524395110622,Ljubljana,0.1391829125574391,20486.159164312896,0,48,Kočevje
10099803,Hrib pri Koprivniku,Črnomelj,0.15279416676288124,12465.648799801798,Kočevje,0.1467291440093837,16483.472688641505,0,48,Kočevje
10139635,Roginska Gorca,Podčetrtek,0.25688344985310296,3065.566831762113,Rogaška Slatina,0.182887334650328,5382.729737677671,0,92,Podčetrtek
10132967,Hošnica,Slovenska Bistrica,0.18899777130345025,7114.274383238251,Slovenska Bistrica,0.1851346794244078,2335.0047740634054,1,113,Slovenska Bistrica
10138973,Kamence,Rogaška Slatina,0.6777474630346683,3118.525292506059,Rogaška Slatina,0.6854147036458685,3958.6755446804927,1,106,Rogaška Slatina
10139236,Nimno,Rogaška Slatina,0.4872705405910215,4703.83885778414,Rogaška Slatina,0.4826247468487765,6404.805131990607,1,106,Rogaška Slatina
10139406,Poklek pri Podsredi,Krško,0.23219104936500562,9660.91512228526,Krško,0.1824249674624124,7562.89660808319,1,51,Kozje
10085390,Pavlova vas,Brežice,0.20185725292361734,11482.45971035823,Brežice,0.2618440832541422,13249.035004460788,1,9,Brežice
10145074,Brezovica pri Borovnici,Ljubljana,0.26999825378607106,19005.275583374212,Borovnica,0.3607874730881265,2606.287052394437,0,5,Borovnica
10123488,Postojna,Postojna,1.0,0.0,Postojna,0.9999999821415464,0.0,1,94,Postojna
10121744,Vrh pri Ljubnu,Novo mesto,0.6034314515713121,5079.222381428086,Novo mesto,0.59282160301527,5125.143204321683,1,85,Novo mesto
10132703,Brezje pri Oplotnici,Zreče,0.29892056351426516,3080.0649343804425,Zreče,0.2745069264560206,2071.2521360725336,1,171,Oplotnica
10092744,Galušak,Sveti Jurij ob Ščavnici,0.14967039642196112,3595.6196962415256,Ptuj,0.146107853213622,4992.568864585745,0,116,Sveti Jurij ob Ščavnici
10114136,Vrh Sv. Treh Kraljev,Ljubljana,0.24826663403625576,26098.20876995201,Ljubljana,0.3174615999345929,8780.228500518733,1,64,Logatec
10115027,Lepa Njiva,Šoštanj,0.14568101945895742,5841.67784116858,Velenje,0.1617446062257057,6173.002236477559,0,79,Mozirje
10147760,Morje,Maribor,0.29798808318698067,13175.413541896893,Maribor,0.3193623984879256,5519.105689699965,1,98,Rače-Fram
10131227,Krtinovica,Sežana,0.2168412679937106,11400.979782457296,Sežana,0.1609192859017357,14075.082910186047,1,111,Sežana
10131090,Kodreti,Ajdovščina,0.22514937988379433,7888.485279190169,Ajdovščina,0.190738082248224,10195.19656400538,1,49,Komen
10087309,Dane,Ljubljana,0.16146689679015325,38075.44459359602,Cerknica,0.1710562868572926,3704.756271765686,0,65,Loška dolina
10088534,Klance,Cerknica,0.1962829847198621,9973.329434045583,Cerknica,0.201548251019126,6111.224782244307,1,65,Loška dolina
10092892,Janžev Vrh,Gornja Radgona,0.1899822955562819,4818.225814550414,Gornja Radgona,0.2321117986456397,4887.298676954066,1,100,Radenci
10116376,Murski Črnci,Murska Sobota,0.6260952212365125,4559.703937757363,Murska Sobota,0.7121931453995154,3081.5540348872632,1,10,Tišina
10097720,Blejska Dobrava,Jesenice,0.5237284080577864,3762.0473149602994,Jesenice,0.5891751006821154,4450.788787966591,1,41,Jesenice
10097835,Kočna,Jesenice,0.6843727924785848,2874.717377412952,Jesenice,0.4471372255706846,4952.556512404201,1,41,Jesenice
10126533,Bled,Bled,1.0,0.0,Bled,0.9999998689968396,0.0,1,3,Bled
10103665,Zgornje Jezersko,Jezersko,1.0,0.0,Jezersko,0.999999634519238,0.0,1,163,Jezersko
10112672,Selo pri Robu,Ljubljana,0.3143772299393594,24804.289951538623,Ljubljana,0.3843079601273913,11792.690725579669,1,134,Velike Lašče
10098050,Bela,Ljubljana,0.16964632364789664,32727.81387444019,Ljubljana,0.1842826161705368,9148.758330720018,1,43,Kamnik
10098980,Šmarca,Kamnik,0.466289045733343,3403.086834037592,Kamnik,0.4597125829201192,3900.052699480619,1,43,Kamnik
10084296,Planina,Ajdovščina,0.5967716344104962,3456.7614901812362,Ajdovščina,0.5833459519761984,5140.459282748175,1,1,Ajdovščina
10091608,Selo pri Moravčah,Ljubljana,0.32512680381325065,17309.780472322578,Ljubljana,0.3416950879123934,4088.615801721504,1,77,Moravče
10144655,Gaberke,Velenje,0.44880692975987796,3844.333492297462,Šoštanj,0.3686793695164045,3350.458938429885,0,126,Šoštanj
10132533,Spodnji Razbor,Slovenj Gradec,0.2362657336643118,7502.666192761078,Slovenj Gradec,0.226336252991793,12494.246554259058,1,112,Slovenj Gradec
10085403,Pečice,Krško,0.28128231700905615,8894.81764849623,Krško,0.2291852336543728,10840.110368108431,1,9,Brežice
10097649,Dobrava,Izola,0.5470007688150963,2413.7315509393334,Izola,0.5849654895160736,2921.389501974351,1,40,Izola
10102197,Srgaši,Koper,0.5951253899327859,5012.703861191084,Koper,0.6090369818960067,7347.275820852104,1,50,Koper
10125766,Veliki Okič,Ptuj,0.34214398367589655,12865.410992269155,Ptuj,0.3482353829896668,4662.134712749027,1,135,Videm
10124697,Ljubstava,Ptuj,0.3926121887589065,8712.433643936693,Ptuj,0.4186178681219925,4558.84960980336,1,135,Videm
10142881,Lisec,Žužemberk,0.2080613472743097,3813.7907651049763,Žužemberk,0.2772379988277494,4258.113652798896,1,130,Trebnje
10141427,Stržišče,Bohinj,0.1671108747854184,7129.011151625448,Ljubljana,0.1772592811491316,20182.30696266482,0,128,Tolmin
10141265,Rut,Tolmin,0.15936469541968884,12217.47523017747,Ljubljana,0.1566675951851245,23243.6868512177,0,128,Tolmin
10140668,Hudajužna,Ljubljana,0.12632126577855424,47395.696893283464,Ljubljana,0.1622384688656065,15331.77456733811,1,128,Tolmin
10096898,Zakojca,Cerkno,0.149540428863457,6430.933058273892,Cerkno,0.1546005645059925,9914.502833148768,1,14,Cerkno
10092540,Tolsti Vrh p. R. na K. - del,Dravograd,0.4853210743105891,2906.2174729362564,Dravograd,0.4509419099346748,4591.506098064016,1,25,Dravograd
10126363,Remšnik,Radlje ob Dravi,0.21797451382975852,5601.307079602046,Radlje ob Dravi,0.1936130485929992,7964.475878278708,1,101,Radlje ob Dravi
10149304,Zgornji Boč,Maribor,0.3921665875796514,12823.215353412732,Maribor,0.419538455026695,3382.442472538668,1,178,Selnica ob Dravi
10149266,Veliki Boč,Maribor,0.47705882002220884,12961.492236621523,Maribor,0.4240012228912908,11565.187057748064,1,178,Selnica ob Dravi
10111200,Boštetje,Ljubljana,0.29735472393769946,25938.758644160287,Ljubljana,0.36228890931853,10512.641059088272,1,134,Velike Lašče
10143748,Ševnica,Trebnje,0.3585654394997115,4393.904869247854,Trebnje,0.2743027229813257,3607.628508063588,1,212,Mirna
10142989,Mala Ševnica,Trebnje,0.41624423880415384,3984.532594922521,Trebnje,0.4960012878158724,4502.642247859256,1,130,Trebnje
10146496,Kapla,Trbovlje,0.0892678431599274,11062.235804754842,Tabor,0.1072283855073302,1773.2242751345414,0,184,Tabor
10146615,Loke,Trbovlje,0.14119801557333606,8686.189095339796,Tabor,0.1255403496964277,1767.0419547305885,0,184,Tabor
10146348,Drešinja vas,Celje,0.403765866289636,5026.778292306117,Celje,0.4570828044319806,3515.1775968996985,1,190,Žalec
10125570,Stražgonjca,Maribor,0.19066215353569504,17738.53773567596,Ptuj,0.2042020879302291,6244.485275356056,0,45,Kidričevo
10119421,Gorenje Mraševo,Novo mesto,0.5273007774603113,6142.3936702233605,Novo mesto,0.4686197013352742,5794.161350743984,1,85,Novo mesto
10113997,Hlevni Vrh,Ljubljana,0.24485943827329784,26112.770841103782,Ljubljana,0.3082825856946702,10022.416016141831,1,64,Logatec
10136733,Goli Vrh,Ljubljana,0.2722646428094986,24926.579809512576,Ljubljana,0.3279098254290674,7808.34406233661,1,27,Gorenja vas-Poljane
10134650,Radana vas,Zreče,0.5707221912074321,1637.83393541592,Zreče,0.5654967133669224,2054.4013621614217,1,144,Zreče
10135532,Okrog,Šmarje pri Jelšah,0.25106857014442424,4251.176307799995,Šmarje pri Jelšah,0.219637324044729,6121.43594654507,1,120,Šentjur
10125219,Repišče,Ptuj,0.38077287552105926,10680.074906104357,Ptuj,0.3948273818556235,5646.438787090648,1,135,Videm
10131286,Lukovec,Ajdovščina,0.19556827908410013,8705.170877128145,Nova Gorica,0.1529625918079823,12549.72189965668,0,49,Komen
10149258,Spodnji Slemen,Maribor,0.4379964366764093,8987.173137310752,Maribor,0.5524069107098675,2653.914223542075,1,178,Selnica ob Dravi
10107245,Lokavec,Maribor,0.3309986657477869,19296.696608487164,Maribor,0.2695213755626627,6584.786431287876,1,181,Sveta Ana
10107776,Žice,Maribor,0.242619042157658,16963.56389441794,Lenart,0.2561140312601704,3156.8362169873267,0,181,Sveta Ana
10148782,Spodnji Jakobski Dol,Maribor,0.558665944364047,10159.261784204598,Maribor,0.5205203660302261,5751.206022809643,1,89,Pesnica
10089921,Rožni Dol,Novo mesto,0.24525098811949286,13492.874452836208,Novo mesto,0.2348135687034526,7374.130508754728,1,109,Semič
10126126,Sv. Trije Kralji,Radlje ob Dravi,0.3416376655914945,3772.4262749588625,Radlje ob Dravi,0.220362585485227,7517.633155322429,1,101,Radlje ob Dravi
10148049,Spodnja Gorica,Maribor,0.2026806664494184,16563.42057064301,Maribor,0.2082412848933845,5049.665274126711,1,98,Rače-Fram
10129826,Pijavice,Mokronog-Trebelno,0.10833431322027566,3226.1432082286738,Mokronog-Trebelno,0.1452083056384211,3660.014439621025,1,110,Sevnica
10142709,Hrastovica,Mokronog-Trebelno,0.15159455909051148,2652.7155897306443,Mokronog-Trebelno,0.1125552671854249,4235.1912053767455,1,199,Mokronog-Trebelno
10103878,Brezovica v Podbočju,Brežice,0.34640427404195373,8741.98838937687,Brežice,0.3077076123276328,9469.56395549279,1,54,Krško
10145104,Dragomer,Log-Dragomer,1.0,0.0,Log-Dragomer,0.9999971942130396,0.0,1,208,Log-Dragomer
10146267,Čreta,Vransko,0.12121888363110844,3640.4944719090017,Ljubljana,0.110105466060823,7315.389077097296,0,189,Vransko
10115469,Volog,Ljubljana,0.11289568584365434,38713.31451839276,Ljubljana,0.1223931903752586,6891.463847295453,1,83,Nazarje
10135940,Straža na Gori,Slovenske Konjice,0.2778284701768276,5192.612155745892,Celje,0.1744075733195848,10458.491807785167,0,120,Šentjur
10135044,Brdo,Celje,0.1331064761119779,17097.42670696383,Celje,0.118753160746773,5499.489471660054,1,120,Šentjur
10097363,Prelože,Ilirska Bistrica,0.1971808637285238,10160.797212817506,Ilirska Bistrica,0.246399684201793,12481.265363289733,1,38,Ilirska Bistrica
10097088,Huje,Ilirska Bistrica,0.21252910753725765,10158.444762856172,Ilirska Bistrica,0.2157282201562473,14213.743211570909,1,38,Ilirska Bistrica
10116252,Markovci,Gornji Petrovci,0.1920724924372975,4573.080034287614,Gornji Petrovci,0.1884631527425387,5882.078169385823,1,33,Šalovci
10115507,Adrijanci,Gornji Petrovci,0.4010530488982352,2474.88201738992,Gornji Petrovci,0.3630163907841783,3273.811727940776,1,31,Gornji Petrovci
10116198,Lipovci,Murska Sobota,0.3698160962272845,6294.267232966837,Murska Sobota,0.4288537164138998,3221.791233917961,1,2,Beltinci
10106982,Cogetinci,Cerkvenjak,0.26626725045798755,2230.6277143441034,Cerkvenjak,0.2481444550674088,2902.590873093044,1,153,Cerkvenjak
10113407,Gibina,Razkrižje,0.20998542632890455,988.1072816248244,Razkrižje,0.2324259332923328,1154.1102705222372,1,176,Razkrižje
10091438,Prevoje pri Šentvidu,Domžale,0.2583852460464888,4966.624708995033,Domžale,0.3238784699484073,2525.708209040339,1,68,Lukovica
10091926,Učak,Ljubljana,0.1743042480055439,31654.010188284203,Ljubljana,0.2197642343284501,10919.429564661024,1,68,Lukovica
10103487,Tupaliče,Kranj,0.2950746265013385,7438.0791203105655,Kranj,0.3266483006437047,2307.1059029108383,1,95,Preddvor
10126282,Sv. Anton na Pohorju,Radlje ob Dravi,0.2805586345762698,4440.91206848323,Radlje ob Dravi,0.2014894570195544,10012.183212602884,1,101,Radlje ob Dravi
10092370,Črneška Gora,Dravograd,0.37321367851211257,3963.6599248674197,Dravograd,0.379902696184388,6086.037178371084,1,25,Dravograd
10139643,Rudnica,Podčetrtek,0.15415297650304846,4752.946454568997,Podčetrtek,0.0930266856933123,9215.63454450114,1,92,Podčetrtek
10114586,Mlake,Črnomelj,0.42971632903954116,5935.494924604013,Črnomelj,0.312535467830822,9286.867291714623,1,73,Metlika
10148278,Zimica,Maribor,0.5001025586640893,9028.648846865182,Maribor,0.4982379719130838,6350.847227976286,1,26,Duplek
10142156,Dobrava,Žužemberk,0.21506012088485946,3735.178978308804,Žužemberk,0.2367615003386568,4521.952632006666,1,130,Trebnje
10127394,Ukanc,Tolmin,0.18129492263124974,12492.947650574702,Bohinj,0.234507857172406,10900.8845367142,0,4,Bohinj
10127084,Polje,Bohinj,0.5036654816184438,3357.7373333838964,Bohinj,0.6724983377686887,3766.137122310607,1,4,Bohinj
10137152,Leskovica,Ljubljana,0.1874584123023457,34127.65566223382,Ljubljana,0.2216367588221094,9759.427003975516,1,27,Gorenja vas-Poljane
10115051,Logarska Dolina,Ljubljana,0.18187490666093534,39678.72429904974,Ljubljana,0.1952638425773261,6861.933550465516,1,180,Solčava
10084083,Gaberje,Ajdovščina,0.38096639791064424,5508.402672281684,Ajdovščina,0.3391122036694935,8705.558089873604,1,1,Ajdovščina
10084300,Podbreg,Sežana,0.20261734889330396,12146.373944515293,Ajdovščina,0.1447804914875715,8545.665831902055,0,136,Vipava
10131804,Selo,Sežana,0.24149271154087626,10743.635325158799,Sežana,0.2386659307329315,16845.44964529414,1,111,Sežana
10122341,Lahonci,Ormož,0.15441553418268136,8661.899329823686,Ormož,0.1766044611166818,4045.793356412052,1,87,Ormož
10122228,Hermanci,Ljutomer,0.39218397509192815,4503.08782947879,Ljutomer,0.3829099079608022,5784.229505053697,1,87,Ormož
10096693,Podlanišče,Cerkno,0.4762045574819164,2615.9892966141892,Cerkno,0.2213425305877036,6862.411603574635,1,14,Cerkno
10137322,Osojnica,Žiri,0.2888404503870549,1844.911922016875,Žiri,0.3963538563800989,2139.480423568413,1,147,Žiri
10096391,Govejk,Idrija,0.33389956856399305,4721.173688819338,Idrija,0.1904545305038253,4720.809772337456,1,36,Idrija
10114900,Florjan pri Gornjem Gradu,Gornji Grad,0.21180012427988293,2792.024355194632,Gornji Grad,0.1666028361811925,4799.176528046796,1,30,Gornji Grad
10130263,Velika Hubajnica,Sevnica,0.36999912515481403,5081.901317420479,Sevnica,0.1831542076755631,8675.750898899,1,110,Sevnica
10103142,Predoslje,Kranj,0.7699516250779824,2830.0355121446796,Kranj,0.6338125803456969,4486.698047973263,1,52,Kranj
10102855,Mače,Preddvor,0.6476185363717817,814.3709228600933,Preddvor,0.7258979554383382,841.4698090723641,1,95,Preddvor
10127904,Ravne na Koroškem,Ravne na Koroškem,1.0,0.0,Ravne na Koroškem,0.9999999062315732,0.0,1,103,Ravne na Koroškem
10149070,Črešnjevec ob Dravi,Maribor,0.272310016326263,13562.946656239565,Selnica ob Dravi,0.3534650076903854,2132.931405475967,0,178,Selnica ob Dravi
10148634,Podigrac,Maribor,0.4222863941589039,12693.10840574522,Maribor,0.4501258786329576,4544.162621450079,1,55,Kungota
10148405,Gradiška,Maribor,0.6828789121471233,5511.497165017869,Maribor,0.7321198602302843,4701.177738044613,1,55,Kungota
10110491,Zagorica pri Dolskem,Ljubljana,0.37312615885382827,16803.743630512814,Ljubljana,0.4778245948149718,6865.638361983467,1,22,Dol pri Ljubljani
10113121,Zapotok,Ljubljana,0.3790372664617727,20250.138271132866,Ljubljana,0.5000948817446208,12370.502088375171,1,37,Ig
10111536,Gorenje Blato,Ljubljana,0.41974920984239417,12004.932319675941,Ljubljana,0.5120364333276859,4031.586213263452,1,123,Škofljica
10113113,Zalog pri Škofljici,Škofljica,0.6478434532952453,1226.7436570041843,Škofljica,0.5025514028571155,1973.316918273424,1,123,Škofljica
10111501,Glinek,Škofljica,0.4394443645694273,1947.9476378999514,Ljubljana,0.4341083020870181,2687.082684988854,0,123,Škofljica
10148880,Štrihovec,Šentilj,0.4240492708253804,1744.2763542512407,Maribor,0.4222444045167099,3095.373126542715,0,118,Šentilj
10147182,Zahomce,Vransko,0.4585032030556784,1545.639026422405,Vransko,0.5222304364747636,1847.216712224793,1,189,Vransko
10130522,Brezovo Brdo,Ilirska Bistrica,0.1331981558181759,13017.296186228536,Ilirska Bistrica,0.1351011220579915,15669.633496586845,1,35,Hrpelje-Kozina
10097215,Male Loče,Ilirska Bistrica,0.1871294897020038,11578.713227297756,Ilirska Bistrica,0.1554890417463336,15726.867197606827,1,38,Ilirska Bistrica
10147646,Limbuš,Maribor,0.8161190849162782,5024.8177081362865,Maribor,0.8126858350686936,5679.886041639463,1,70,Maribor
10147638,Laznica,Maribor,0.7497638771514032,5936.377767629011,Maribor,0.7604990010421637,4692.523902820769,1,70,Maribor
10107032,Dražen Vrh - del,Maribor,0.3673396994575271,15826.71159780199,Maribor,0.2981253572973388,4907.811743902244,1,181,Sveta Ana
10093503,Stogovci,Maribor,0.2763351837503713,21284.21480816241,Maribor,0.2026267774851104,5636.940112265288,1,195,Apače
10124018,Črmlja,Ptuj,0.21572364230087485,11456.30394149876,Ptuj,0.2165992413789597,3098.893828838413,1,185,Trnovska vas
10107652,Zgornja Bačkova,Maribor,0.21689816435951526,19906.40600409828,Maribor,0.1913762261522904,2853.0124223688363,1,181,Sveta Ana
10107393,Spodnja Bačkova,Maribor,0.2057965616415376,20073.178622231208,Maribor,0.1886316189589811,4324.883245349472,1,148,Benedikt
10099676,Glažuta,Ribnica,0.16013010476038653,8299.457813616502,Ljubljana,0.1979188623837385,11220.414550141762,0,66,Loški Potok
10128358,Hrovača,Ribnica,0.97660360818747,516.2363799656123,Ribnica,0.9773732714589388,636.8565037482557,1,104,Ribnica
10124735,Lovrenc na Dravskem polju,Ptuj,0.31961393178753983,8382.11435140323,Ptuj,0.3634488789831869,4291.844973793891,1,45,Kidričevo
10124913,Nadole,Ptuj,0.18908347774132625,17149.34401077779,Ptuj,0.2002293251735183,4818.140803370879,1,191,Žetale
10131502,Ostrovica,Hrpelje-Kozina,0.14359665449608539,7953.571524793123,Hrpelje-Kozina,0.1539285410415163,11320.326683358291,1,35,Hrpelje-Kozina
10120888,Ratje,Ljubljana,0.1542762123916561,40847.23565922179,Ljubljana,0.1995566385962378,12638.855727815013,1,193,Žužemberk
10122015,Žvirče,Ljubljana,0.16775632164142026,38854.85170477427,Ljubljana,0.2154919733968057,15091.452017115716,1,193,Žužemberk
10115990,Kančevci,Murska Sobota,0.28524396636212546,12144.813707916643,Murska Sobota,0.3271377250784572,7942.941194096963,1,78,Moravske Toplice
10116767,Stanjevci,Gornji Petrovci,0.3609583641758593,2698.332818612263,Gornji Petrovci,0.4003355812480206,3050.2665447581176,1,31,Gornji Petrovci
10107563,Šetarova,Lenart,0.5455598723059727,2320.7757323791543,Lenart,0.5602124410334479,2926.5576591028503,1,58,Lenart
10113547,Krapje,Ljutomer,0.2712834828766367,4824.1891546663055,Ljutomer,0.2884839041341305,5322.528410136765,1,63,Ljutomer
10111820,Komanija,Ljubljana,0.6937855534635702,5955.206209695849,Ljubljana,0.6850565176631408,1652.6365850438042,1,21,Dobrova-Polhov Gradec
10110254,Malo Trebeljevo,Ljubljana,0.3500559679288262,18198.310361129683,Ljubljana,0.4009948231189926,12381.147359167082,1,61,Ljubljana
10110203,Križevska vas,Ljubljana,0.35753244200038176,17510.58251458243,Ljubljana,0.4564441474423303,8083.353855021371,1,22,Dol pri Ljubljani
10086787,Svetina,Celje,0.4640863526625265,5798.27560572969,Celje,0.295980568657299,7972.520632384841,1,127,Štore
10101131,Trava,Ljubljana,0.16400384217451358,51606.69705571167,Ljubljana,0.2236017567283942,13989.386817291845,1,66,Loški Potok
10105170,Rožno,Krško,0.4647080626844138,5694.953906749378,Krško,0.5112439007105256,6831.267987320186,1,54,Krško
