n_disagree,n_settlements,share_pct,mean_entropy_AHP,std_entropy_AHP,pct_low_entropy,pct_medium_entropy,pct_high_entropy
0,3948,65.40755467196819,0.4520757607386391,0.17592697625065234,10.055724417426545,41.6919959473151,48.25227963525836
1,792,13.121272365805169,0.5838077345603493,0.09688873663974547,0.0,16.414141414141415,83.58585858585859
2,1234,20.444002650762094,0.6169880659350225,0.08674801544782933,0.0,9.076175040518638,90.92382495948137
3,62,1.027170311464546,0.6288062291768383,0.07340445486208942,0.0,6.451612903225806,93.54838709677419
