Village_ID,Village_Name,ml_dominant_muni,ml_dominant_Pij,huff_dominant_muni,huff_dominant_Pij,agreement,agreement_label
10140552,Drežniške Ravne,Kobarid,0.13668804377946253,Kobarid,0.2746694322492793,1,Huff and ML agree
10140579,Drobočnik,Tolmin,0.3453259525162644,Tolmin,0.5556093702961337,1,Huff and ML agree
10140587,Gabrje,Tolmin,0.6394494893809144,Tolmin,0.848093478517044,1,Huff and ML agree
10140595,Gorenja Trebuša,Nova Gorica,0.04204773973518784,Nova Gorica,0.147789676394034,1,Huff and ML agree
10140609,Gorenji Log,Tolmin,0.27477744583638586,Tolmin,0.4694497985120869,1,Huff and ML agree
10140617,Gorski Vrh,Tolmin,0.05548869858015589,Tolmin,0.152409790386999,1,Huff and ML agree
10140625,Grahovo ob Bači,Tolmin,0.10149156313284409,Tolmin,0.228934433660148,1,Huff and ML agree
10140633,Grant,Tolmin,0.028276482409138066,Ljubljana,0.1595635263341097,0,Huff and ML disagree
10140641,Grudnica,Nova Gorica,0.06256669850980677,Nova Gorica,0.2104183347030072,1,Huff and ML agree
10140650,Homec,Kobarid,0.05403338329361571,Kobarid,0.1797660110815787,1,Huff and ML agree
10140668,Hudajužna,Tolmin,0.04848799945849589,Ljubljana,0.1622384688656065,0,Huff and ML disagree
10140676,Idrija pri Bači,Tolmin,0.3354106057922138,Tolmin,0.5106581882109693,1,Huff and ML agree
10140684,Idrsko,Kobarid,0.48079862964918235,Kobarid,0.7377969473304162,1,Huff and ML agree
10140692,Jevšček,Kobarid,0.06842352982968099,Kobarid,0.1829667277049238,1,Huff and ML agree
10140706,Jezerca,Kobarid,0.13707280948963785,Kobarid,0.2754373122661163,1,Huff and ML agree
10140714,Kal,Ljubljana,0.02366002946207697,Ljubljana,0.1797268064652091,1,Huff and ML agree
10140722,Kal-Koritnica,Bovec,0.3924472367868788,Bovec,0.7633283214975871,1,Huff and ML agree
10140749,Kamno,Tolmin,0.2854324884722661,Tolmin,0.4574911363177895,1,Huff and ML agree
10140757,Kanalski Lom,Tolmin,0.15905410559923655,Tolmin,0.3179295361820134,1,Huff and ML agree
10140765,Klavže,Tolmin,0.23974104913363234,Tolmin,0.4038611722973748,1,Huff and ML agree
10140773,Kneške Ravne,Tolmin,0.04783979609049716,Tolmin,0.1748185804475063,1,Huff and ML agree
10140781,Kneža,Tolmin,0.2068843228517882,Tolmin,0.3643745014276727,1,Huff and ML agree
10140790,Kobarid,Kobarid,0.9959818474271509,Kobarid,1.0,1,Huff and ML agree
10140803,Koritnica,Tolmin,0.08808313090447868,Tolmin,0.1965042784111567,1,Huff and ML agree
10140811,Koseč,Kobarid,0.16586507324823535,Kobarid,0.2971056813674861,1,Huff and ML agree
10140820,Kozaršče,Tolmin,0.4955121835760093,Tolmin,0.671155802342069,1,Huff and ML agree
10140838,Kozmerice,Tolmin,0.4587430209871834,Tolmin,0.6362139913664001,1,Huff and ML agree
10140846,Kred,Kobarid,0.22589597454921695,Kobarid,0.4217228470205791,1,Huff and ML agree
10140854,Krn,Tolmin,0.08412580538855088,Tolmin,0.2577454089105832,1,Huff and ML agree
10140862,Kuk,Tolmin,0.031451490563721075,Ljubljana,0.1816951824213789,0,Huff and ML disagree
10140889,Ladra,Kobarid,0.4345134501808519,Kobarid,0.6281853090160582,1,Huff and ML agree
10140897,Lepena,Bovec,0.04286872067572881,Bovec,0.1842312422691159,1,Huff and ML agree
10140919,Libušnje,Kobarid,0.2250047794079353,Kobarid,0.3338237488230149,1,Huff and ML agree
10140927,Lisec,Tolmin,0.10197222454215503,Tolmin,0.2621202848717223,1,Huff and ML agree
10140935,Livek,Kobarid,0.17020031409094727,Kobarid,0.2833696797990144,1,Huff and ML agree
10140943,Livške Ravne,Tolmin,0.08230605435112234,Tolmin,0.234994979924118,1,Huff and ML agree
10140951,Ljubinj,Tolmin,0.5257256973297101,Tolmin,0.725127831336215,1,Huff and ML agree
10140960,Log Čezsoški,Bovec,0.23721406414091686,Bovec,0.4566275156669279,1,Huff and ML agree
10140978,Log pod Mangartom,Bovec,0.08147244656761582,Bovec,0.3109808205098147,1,Huff and ML agree
10140986,Logaršče,Tolmin,0.15810428546188937,Tolmin,0.3068780623685321,1,Huff and ML agree
10140994,Logje,Kobarid,0.020522981244294854,Tolmin,0.1195114864905589,0,Huff and ML disagree
10141001,Loje,Tolmin,0.13138648004172807,Tolmin,0.2888666931453815,1,Huff and ML agree
10141010,Magozd,Kobarid,0.12179421465875175,Kobarid,0.2572807812675803,1,Huff and ML agree
10141028,Mlinsko,Kobarid,0.6292893848400615,Kobarid,0.8925799300929254,1,Huff and ML agree
10141036,Modrej,Tolmin,0.5852617117590457,Tolmin,0.7709088481475743,1,Huff and ML agree
10141044,Modrejce,Tolmin,0.43116686140768756,Tolmin,0.6003102264622957,1,Huff and ML agree
10141052,Most na Soči,Tolmin,0.49816978170791104,Tolmin,0.6744112426475202,1,Huff and ML agree
10141079,Obloke,Tolmin,0.04731072571724335,Ljubljana,0.1614899861400979,0,Huff and ML disagree
10141087,Pečine,Tolmin,0.08510374889254291,Tolmin,0.2197519412050465,1,Huff and ML agree
10141095,Petrovo Brdo,Kranj,0.036149966251362825,Ljubljana,0.2100896844526301,0,Huff and ML disagree
10141109,Plužna,Bovec,0.4335605511280519,Bovec,0.8101873345525397,1,Huff and ML agree
10141117,Podbela,Kobarid,0.06709705644359541,Kobarid,0.194769048511281,1,Huff and ML agree
10141125,Podbrdo,Kranj,0.03351432415138642,Ljubljana,0.1983717232953795,0,Huff and ML disagree
10141133,Podmelec,Tolmin,0.27477744583638586,Tolmin,0.4427971380178628,1,Huff and ML agree
10141141,Polje,Tolmin,0.060394226766484406,Tolmin,0.1781356229617296,1,Huff and ML agree
10141150,Poljubinj,Tolmin,0.7856781069297173,Tolmin,0.8967112256129982,1,Huff and ML agree
10141168,Ponikve,Tolmin,0.14215745572487648,Tolmin,0.2948221792125626,1,Huff and ML agree
10141176,Porezen,Ljubljana,0.029775446556487815,Ljubljana,0.2049110491655003,1,Huff and ML agree
10141184,Postaja,Tolmin,0.3455537828920662,Tolmin,0.52609331303979,1,Huff and ML agree
10141192,Potoki,Kobarid,0.20967839930744617,Kobarid,0.3771681498887538,1,Huff and ML agree
10141206,Prapetno,Tolmin,0.6683831402504633,Tolmin,0.8520631586482167,1,Huff and ML agree
10141214,Prapetno Brdo,Tolmin,0.08939828817728712,Tolmin,0.2081795007522755,1,Huff and ML agree
