Muni_ID,Muni_Name,GI_Final_NotWeighted,GI_AHP,rank_NW,rank_AHP,rank_change,n_Culture_Sum,n_Education_Sum,n_Finance_Sum,n_Healthcare_Sum,n_JudiciaryAndEmergency_Sum,n_Residential_Sum,n_SportsAndRecreation_Sum,n_TradeAndBusiness_Sum,n_Tourism_Sum,n_TrafficAndCommunication_Sum,n_Finance_Weighted,n_Culture_Weighted,n_Education_Weighted,n_Healthcare_Weighted,n_Judiciary_Weighted,n_Residential_Weighted,n_SportsAndRecreation_Weighted,n_Tourism_Weighted,n_TradeAndBusiness_Weighted,n_TrafficAndCommunication_Weighted
11027741.0,Kidričevo,0.02933663505999151,0.04540683642157963,78,46,32,0.011853547178875302,0.010820716859491708,0.00849802371541502,0.11725663716814157,0.02331002331002331,0.029454620924139793,0.02667424411934775,0.015394778210826549,0.003549146618035933,0.04655461249561816,0.005850909090909,0.007950669540708622,0.002156324682123328,0.13137617321587172,0.022961922854546957,0.010394784210550252,0.017640570946496098,0.003356796875585371,0.007873723890730242,0.03953939919513476
11027750.0,Kobilje,0.0015088677598961678,0.0006240223838668538,210,209,1,0.0008859891853469068,0.0008693927162356566,0.0,0.0,0.0,0.003184038585432723,0.0003019568287113803,0.006977284594774458,0.00011266157398184939,0.0027573541144787043,0.0,0.0001833221690249546,0.000282266651506106,0.0,0.0,0.0011755251877358646,0.0001909449198067343,0.00013891610784031827,0.00382925393242577,0.0004747536849045193
11027768.0,Komen,0.018822562178693363,0.00944637455173028,115,130,15,0.045475407776129,0.006335184077631957,0.0009881422924901185,0.008267349790405215,0.0,0.015194316413546646,0.04926523761708961,0.021779035561545514,0.015915134548005756,0.025005813710089832,0.000227272727273,0.028749941413211473,0.0015486789497868331,0.007248491617194406,0.0,0.005266084244850526,0.038655740884613286,0.011389963291296611,0.01588424538983563,0.01956382906443833
11027784.0,Kranj,0.18962705712029876,0.1949739102463873,7,7,0,0.14374720067911476,0.19038790773751393,0.1631752305665349,0.22774838021865385,0.4412955465587044,0.17963910470908406,0.06653295076216328,0.20926653390687805,0.0731298943573928,0.20134782170694784,0.159667878787879,0.0973300060910795,0.16753513418153787,0.2245136047495835,0.4169619141601423,0.10524303375931479,0.06439348758699517,0.07251876480996065,0.17447626889174045,0.1877616705664933
11027792.0,Kranjska Gora,0.05143095368775434,0.023336774788031638,51,79,28,0.042840935014713755,0.007071597556771816,0.012450592885375493,0.0022123893805309734,0.06293706293706293,0.01980607426081581,0.07383539451656819,0.04833011616972783,0.20145993026894476,0.04336544388703186,0.00676,0.021066585924502917,0.0015688217015657965,0.00104019139521672,0.05492690179235154,0.008715430914245238,0.06801096628697717,0.1670071441958356,0.042798824892444416,0.031213204454816505
11027806.0,Kuzma,0.0031948321674962277,0.0007679426365595908,206,206,0,0.00033764057779695866,0.0018779327480929827,0.0009881422924901185,0.0,0.0,0.012430653343411502,0.005273510204644365,0.0001845646014662512,0.004599203131446174,0.006256674775613926,0.000227272727273,0.00011329932955736766,0.00047219741033703534,0.0,0.0,0.004225795180490327,0.0035474005700356316,0.003889202021999696,2.758020499706042e-05,0.002686132082258643
11027814.0,Laško,0.05529771764892692,0.04489258156328889,46,47,1,0.11611316748142235,0.04244191618518147,0.007905138339920948,0.08042464334790562,0.03496503496503496,0.04747291333623621,0.06800942992283214,0.054022966543933036,0.033469863118761455,0.06815210324804105,0.001818181818182,0.03196607336920454,0.02407223793152997,0.07834035724440798,0.031799785248203524,0.016028235179225983,0.07652023468031882,0.02754739315312063,0.0402542494515925,0.055971009003662225
11027849.0,Ljubljana,1.0,1.0000000009999999,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11027857.0,Ljutomer,0.0591603992138285,0.04961746944711079,44,43,1,0.035582578084672474,0.022152460980146907,0.021541501976284586,0.05258967402873118,0.1678321678321678,0.04544759235712584,0.037473962245017846,0.05228802096592354,0.08496786310489632,0.07172817056331833,0.016643636363636,0.015525260046542443,0.0075639893903828035,0.050808945437857626,0.15550232647779522,0.016283942915965542,0.03683043545448828,0.12495629791831617,0.05306126398014119,0.061481330960204125
11027865.0,Loška dolina,0.010894911142651429,0.003199690238143524,167,187,20,0.032674044842394556,0.005622683002986898,0.0009881422924901185,0.0022123893805309734,0.0,0.010661660880617268,0.027936130469713192,0.0077639533879093,0.01544268283505881,0.0056474243348131415,0.000227272727273,0.013034694082193583,0.0011774180610577539,0.00104019139521672,0.0,0.003656704750045749,0.027349267006694343,0.01878155988632889,0.003946808904544389,0.0016570299775924015
11027873.0,Lukovica,0.017039914963461696,0.009544787325274985,121,129,8,0.03796298646899038,0.01132657115004381,0.003952569169960474,0.0022123893805309734,0.0,0.025956158195450343,0.0038258799523890495,0.01564288144558446,0.017677686141641245,0.051842027730026226,0.000909090909091,0.008356955639622281,0.002251588416063077,0.00104019139521672,0.0,0.009257437457381678,0.002314337439629673,0.018248815594205464,0.00791079892039842,0.05164058962844364
11027881.0,Maribor,0.46753157225512687,0.5623589960331291,2,2,0,0.333874281269675,0.6454256244602999,0.29617918313570485,0.5178292436859363,0.5454545454545454,0.49877100555594656,0.3647559315050013,0.6644332710809409,0.3383883712803852,0.4702042651228334,0.252600606060606,0.2980393222144808,0.8812375789749172,0.5151093168630605,0.5225810596257445,0.5549435758416266,0.32540151404892576,0.3401286906707759,0.7389299164434828,0.45353402987485547
11027890.0,Medvode,0.04994592235893245,0.029463810509724086,53,69,16,0.09371231468379826,0.03624714835419327,0.00691699604743083,0.03640520346110196,0.0,0.12820537516296684,0.07617170372921574,0.05753626492284006,0.03192468673803662,0.03233953048974094,0.001590909090909,0.05546298813216396,0.008130097890620708,0.03383929981886127,0.0,0.18134547805425397,0.07120526730665469,0.024226242157201816,0.051739534080754004,0.020155584119695855
11027903.0,Metlika,0.028479909305362528,0.026830383864171713,83,71,12,0.02405430369686164,0.011190793419910633,0.009486166007905139,0.037459818454043385,0.0,0.035980503074881855,0.022278841425577213,0.050532330068661105,0.012220273149643092,0.08159606375614124,0.006078181818182,0.009929778205951386,0.002226018417350142,0.035829357338317804,0.0,0.01248230068452599,0.02290740083592228,0.010964334878155152,0.03132740664731215,0.08632756138799727
11027911.0,Miren-Kostanjevica,0.046506997017539256,0.04751055149572731,58,45,13,0.056139556432692625,0.02153248485416896,0.0029644268774703555,0.10017854370439372,0.0,0.07418011625082269,0.0970742048586778,0.06384243597768033,0.035735900664199724,0.013422300555286294,0.000681818181818,0.05318505611121869,0.01966036015135881,0.10749907807598001,0.0,0.14966419293884103,0.06885610954115895,0.03356027099011545,0.038889609861928055,0.005171135163779257
11027920.0,Mozirje,0.029056243563861495,0.016922102589515105,79,94,15,0.040392475438551956,0.021156945745331713,0.003952569169960474,0.00884045303907644,0.058275058275058265,0.021361817061012575,0.07017619211981925,0.018018574023007352,0.03764179572190981,0.010746555044887144,0.000909090909091,0.025331968005112806,0.019115475855152785,0.007692279576973028,0.054761708102750474,0.007174583582944976,0.0595586232792105,0.02371135615942856,0.021039504703745382,0.005589213126325722
11027938.0,Muta,0.02067924471702892,0.024887604249173825,104,75,29,0.027562979699254482,0.06012039519534478,0.006521739130434782,0.008849557522123894,0.0,0.01837341325771587,0.030681544133791545,0.011555168439692395,0.03592121971021927,0.007206430081712146,0.005396363636364,0.01089499069759464,0.09573115825351566,0.010073853589060388,0.0,0.006440019658903383,0.01863180617973011,0.02845374599715122,0.008140180901753101,0.004736048570147762
